ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,ent_fac_dp,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,cca_sh_knob,mparwtr,qlmin,gwd_frc,fbcd,gwd_fsat,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,zhloc_depth_fac,par_mezcla,lambda_min_rp,dec_thres_cloud,dec_thres_cu,forced_cu_fac,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,c_r_correl,m_ci,ai,x1r,ar,mp_dz_scal,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,param_cloud_hplus,ps_natl_dms_emiss,u10_max_coare,r0,rho_snow_fresh,tupp_io,f0_io,dz0v_dh_io,nl0_io,rootd_ft_io,psm
Experiment,,1,1,709,2.42271908,1.287636385,3.090185332,0.79097088,0.151565272,0.151565272,0.288896168,0.001070233,0.000215576,5.835489582,4.810506002,1.195718527,0.040103165,4.031782444,22.00714709,0.454397835,0.461466216,0.3073124,1.135719738,0.36860679,0.048608296,12.96221216,0.193455934,0.096727967,0.404965654,0.000507221,1.148687636,4465.286679,0.088905323,0.824430789,1.279515501,0.030578887,0.244419655,0.465062874,1.260953609,1.0724476,2.35431999,0.566890277,1.172660214,2.856169169,1.521204091,5.827314118,1.303548915,17.44774622,51.87412336,106.8040251,30.95733817,0.77110378,0.097402785,0.025422533,0.570701473,1.50638884
Experiment,,1,1,710,1.344089467,0.599866522,5.903069974,0.491784918,0.054630194,0.054630194,0.236060212,0.00122347,0.000399669,2.128147913,8.230109465,1.47903372,1.027983993,4.710810873,26.77498129,0.373482987,0.326715284,0.144598607,0.534386158,0.035119696,0.238982937,63.72878327,0.149903332,0.074951666,0.206437631,0.000783348,1.807731984,4778.564901,0.272885801,0.984377941,1.106699575,0.044312567,0.240442137,0.90354431,2.474927128,0.809422925,1.892921508,0.389646791,1.837091838,3.676025168,1.714389193,5.941442072,1.431083525,21.36681606,46.97838135,124.1213344,36.21569002,0.880894956,0.137588173,0.032981032,3.204175849,1.208984486
Experiment,,1,1,711,1.503474474,1.486234033,8.206442748,0.807975419,0.044364431,0.044364431,0.313797465,0.001644865,0.000322477,6.369587401,7.976919056,0.945554284,1.146170763,2.338070454,23.72063579,0.42157386,0.565355953,0.213445686,0.788821012,0.854938434,0.218264126,58.20376701,0.101467732,0.050733866,0.142769734,0.000530858,1.680965788,18842.25392,0.652976645,0.438825425,1.551889634,0.041753622,0.232471953,0.330956846,3.66146692,0.988830477,0.365086874,0.417681625,2.846388211,0.632337554,1.242705053,5.980740396,1.75573097,20.31650165,69.11823606,98.12180246,36.642932,0.864376363,0.069302781,0.040737005,5.419525532,0.870361101
Experiment,,1,1,712,2.389137786,1.626217725,8.929409083,0.400682581,0.194985565,0.194985565,0.140035195,0.001176029,0.000297505,8.192455242,3.536027097,0.234173694,1.505217883,4.443149923,10.5130233,0.951201164,0.425750795,0.35068847,1.296022607,0.672902026,0.129246382,34.46570176,0.159037425,0.079518712,0.552113651,0.000393694,1.482587936,29847.99835,0.86593946,0.87707604,2.867486012,0.041984781,0.212260954,0.160590148,1.424630392,0.694670437,0.41048048,0.420665957,2.034206871,1.15633909,1.551836842,5.339044328,0.954069911,23.67632268,56.08121724,113.0974111,34.72570103,0.848108145,0.10263529,0.018102699,0.765514879,1.229420797
Experiment,,1,1,713,1.268022207,0.757136879,7.082595118,0.367366277,0.278025704,0.278025704,0.053958659,0.001459505,0.000468298,7.713526612,2.04514383,1.397281807,1.608196027,3.294040561,16.24608428,0.615532939,0.400872742,0.062966715,0.232703077,0.023851504,0.099108697,26.42898586,0.140795333,0.070397666,0.689965833,0.00058408,1.332727574,22904.78918,0.929625397,0.589043428,0.704960811,0.020486848,0.160212261,0.47634468,1.452954273,0.770499068,0.350986065,0.612282684,2.142580153,0.883833744,1.172079565,5.91275507,1.533945497,19.25712514,62.25441162,119.7021291,39.26366687,0.670156816,0.054455404,0.063306106,1.334457505,1.66135239
Experiment,,1,1,714,1.963613775,1.58192061,7.550668667,0.570862353,0.21969801,0.21969801,0.412974048,0.001511619,0.000124525,1.864353799,2.567821988,0.481804451,1.171514765,5.721307808,19.60166213,0.510160819,0.255649738,0.238302687,0.880683843,0.500962798,0.056821137,15.15230319,0.081880122,0.040940061,0.185932644,0.000393967,1.429016073,37303.26832,0.959910346,0.982063925,1.024522398,0.042280037,0.280143195,0.729857876,0.620011307,1.189096822,0.704527076,0.587210857,3.027973278,0.623121784,0.769528963,6.090417278,0.706738097,22.52500409,57.85311492,114.092762,34.190233,0.686205017,0.121600195,0.052717564,0.464902436,1.94892421
Experiment,,1,1,715,0.610572338,0.622119296,12.06213791,0.875418552,0.596273482,0.596273482,0.237000953,0.001093228,0.000316102,3.057525905,3.858852888,1.340418486,1.56775215,2.625179379,24.49863425,0.40818602,0.225663062,0.220301791,0.814158793,0.701006856,0.267483793,71.32901134,0.10373624,0.05186812,0.264086719,0.000536754,1.547288154,38704.31326,0.519512249,0.145401678,0.595835159,0.023350287,0.234118594,0.655143057,1.999728115,1.073277799,1.58945684,0.402258051,2.215222102,0.898098865,0.943218045,5.314384507,1.699807762,20.50652827,61.6809778,98.05625625,40.26567589,0.887960644,0.072204387,0.051112287,2.970258858,1.581783892
Experiment,,1,1,716,0.401321872,0.375689005,3.637216038,0.722515387,0.156734399,0.156734399,0.474452296,0.001561074,0.000473849,1.346993094,4.562162298,0.368102173,0.093938411,1.752127592,33.26929461,0.300577458,0.425475791,0.177973599,0.657728516,0.186448837,0.108814855,29.01729477,0.153565231,0.076782616,0.329250721,0.00027134,1.685499833,21652.67069,0.034099318,0.81627798,1.570241802,0.023585929,0.228654375,0.558559117,2.527064042,0.819482334,2.60272885,0.396641339,2.252084172,0.486618769,1.636570203,6.358533198,1.916646455,17.15030732,56.40644304,77.19064356,40.15951222,0.745111907,0.112438668,0.025993849,4.716825544,1.934037109
Experiment,,1,1,717,3.376214458,0.801748567,1.935185495,0.820808178,0.208381252,0.208381252,0.018468831,0.001161056,0.000303305,4.358201314,3.680032803,1.702310115,0.364680461,5.382077594,8.780566745,1.13887865,0.196814737,0.035304524,0.130473242,0.253875188,0.078555047,20.94801252,0.039452293,0.019726147,0.372619111,0.000542806,1.340602892,7185.611253,0.792214639,0.538129531,2.185335325,0.041904386,0.230265984,0.9606541,2.844580992,0.742199069,0.418156928,0.222319561,1.889876092,1.153238786,1.992711963,5.330698819,1.839922164,21.76387873,46.12810296,96.08703742,31.04986801,0.858674191,0.12718311,0.027008525,2.828667069,0.949335641
Experiment,,1,1,718,0.705508668,2.01345227,11.11804856,0.472661272,0.249260868,0.249260868,0.118960803,0.001562102,0.000400444,5.17064714,3.576795533,0.892349676,0.763441092,3.779210622,44.6394675,0.224017009,0.600991843,0.370716155,1.370037963,0.920680427,0.135824981,36.21999487,0.068757753,0.034378876,0.684645335,0.000241834,1.251194712,23549.24744,0.008053642,0.377751608,0.601427432,0.022419856,0.208801543,0.116530287,1.417304528,1.259714373,0.320420705,0.17806672,0.791490574,1.764167042,1.12399719,6.551152347,1.105740467,22.46957651,54.02938737,96.60794014,38.64833771,0.724393489,0.121927359,0.023390916,5.753886891,0.860471884
Experiment,,1,1,719,0.466452011,0.824594125,2.646693701,0.43598391,0.092697083,0.092697083,0.06019415,0.00137255,0.000377718,4.623215042,6.687401397,0.30280442,0.221876979,5.223148601,30.22256732,0.330878575,0.699799103,0.365486495,1.350710961,0.217844389,0.077441688,20.65111667,0.05983845,0.029919225,0.100291911,0.000640572,1.151800516,8881.214549,0.868772111,0.094886722,2.098429664,0.02227298,0.235272276,0.57111917,1.566539957,1.264163557,1.337329153,0.456153316,3.591152566,1.145758069,1.235966307,5.881387829,1.648310578,23.36497178,61.32503067,85.98965246,29.93930137,0.919644742,0.122525775,0.065573314,2.201336404,1.209022776
Experiment,,1,1,720,2.306200227,2.292023072,6.73407601,0.666618445,0.182741487,0.182741487,0.212144599,0.001550113,0.000389497,3.979948035,7.851685724,0.985308347,1.687769429,3.557353549,41.16249617,0.242939591,0.109389297,0.352309004,1.302011536,0.837303979,0.296174152,78.979774,0.042894178,0.021447089,0.834800467,0.000365115,1.28076781,27168.67967,0.383612012,0.609687622,1.14222597,0.014606154,0.218555964,0.039084088,3.235768394,1.153460531,2.145474456,0.246670718,0.720605241,0.663416465,1.479178426,6.123223679,1.66386224,20.80075593,47.91301807,114.7456778,29.73713453,0.738582898,0.056024923,0.104216366,3.9105702,1.113843346
Experiment,,1,1,721,0.82521048,2.358176891,8.854058023,0.575926902,0.331050255,0.331050255,0.252364507,0.001155757,0.000208359,8.193055339,7.836376165,0.883879267,0.094416739,3.191815927,15.64251653,0.639283326,0.751025922,0.185615201,0.685969223,0.567280882,0.243502553,64.93401424,0.194368655,0.097184328,0.380589588,0.000397528,1.837150113,23851.14965,0.097567478,0.889591295,1.287594232,0.024976098,0.256720613,0.567629489,0.828777383,0.898446115,1.816637006,0.347887185,0.510855968,0.719693803,1.009585216,6.198702027,1.678013598,20.55259953,62.56266829,107.5412139,28.84428979,0.839717638,0.045946583,0.028773959,2.151314284,1.058995235
Experiment,,1,1,722,1.207039812,1.105648899,6.607288136,0.907968482,0.1826947,0.1826947,0.248076571,0.001275448,8.99E-05,3.84074161,9.732243291,0.410387162,0.239323984,4.453246695,26.8526821,0.372402279,0.417798962,0.037287325,0.137800982,0.329248895,0.019784413,5.275843426,0.111522186,0.055761093,0.766583147,0.000753107,1.977671261,27108.5639,0.093720685,0.661005105,1.777691614,0.018259481,0.160081012,0.358212619,0.437633817,0.839819525,0.349946383,0.620719453,1.024339604,1.43954292,1.218041757,6.058094632,1.335442703,19.55174567,68.14486384,86.08221045,37.94088348,0.784715194,0.092436944,0.042963051,4.248794263,1.021852284
Experiment,,1,1,723,0.502346847,1.532124759,13.31353967,0.509263827,0.236067203,0.236067203,0.194671133,0.001085738,0.000177068,1.102827199,7.302645205,1.751377259,0.169089857,5.608102882,14.48964125,0.690148212,0.264514356,0.144514512,0.534075371,0.906032588,0.15555651,41.4817359,0.075657033,0.037828517,0.943964662,0.00087748,1.574590428,13114.77337,0.873316998,0.483217399,0.627140887,0.026401892,0.213033243,0.667109491,1.010370268,1.198188164,1.19311447,0.583311875,3.140667512,0.309759381,0.899140701,6.622583179,1.525054657,14.60747479,50.56536066,118.864409,37.14475537,0.942243699,0.047385164,0.057794833,2.424499596,1.753918173
Experiment,,1,1,724,1.170601925,0.396427892,8.168132841,0.625246643,0.170068877,0.170068877,0.094011845,0.001044028,0.000143294,8.332646951,5.954109622,0.71762677,0.041738766,2.186513344,16.88903703,0.592100069,0.103745508,0.463394836,1.712546133,0.489559736,0.09122221,24.3259226,0.104631258,0.052315629,0.386975775,0.000600503,1.484468996,22976.79696,0.710570341,0.561330964,0.716647648,0.023644592,0.245875037,0.96013986,0.390212601,1.150708797,0.780174588,0.20214898,1.401431615,2.944911496,0.796461354,5.894736283,1.811109314,16.05716675,73.3640688,106.8542858,30.89844153,0.947723306,0.068396514,0.040117473,0.347508684,1.184489803
Experiment,,1,1,725,2.959906787,0.119021099,12.89791448,0.600060283,0.138059883,0.138059883,0.26361254,0.001271001,0.000206091,1.713477609,5.88671776,0.531695849,1.516925881,2.597138067,17.66938105,0.565950781,0.05148691,0.243062394,0.898274065,0.686592068,0.201171564,53.64575041,0.060768353,0.030384176,0.522070537,0.000946931,1.880960409,6774.214123,0.421431675,0.774857877,1.853647145,0.019366289,0.2727872,0.317332823,1.3770427,0.933127491,3.720742133,0.359904935,1.444657902,0.548748784,1.50506322,5.621846,1.585850388,23.04277181,66.29006663,114.3445092,36.03612621,0.798107609,0.017259318,0.029212585,0.507189628,1.132777512
Experiment,,1,1,726,0.611733592,0.251939238,5.141453754,0.462617716,0.162330015,0.162330015,0.120998529,0.00168109,0.000184348,4.458510496,7.912469389,0.272981959,0.187319726,5.346292678,24.8701125,0.402089054,0.20736756,0.352497457,1.302707993,0.168774075,0.070229693,18.72791812,0.203814844,0.101907422,0.243754219,0.000340763,1.544541713,16423.38508,0.093815301,0.447604016,1.429394716,0.00966095,0.320728768,0.332080955,2.888410416,1.243949937,1.435150036,0.514094622,2.408462787,1.446429252,0.879449598,5.942149917,1.795318755,21.84881735,63.67205431,116.3532021,37.36668778,0.901551726,0.1195494,0.035669534,2.956364275,0.769089062
Experiment,,1,1,727,3.801455772,2.120393003,11.83832991,0.881117121,0.247520903,0.247520903,0.118992851,0.001636386,0.000135195,3.270108775,3.98835696,1.134247552,0.311012743,5.860239765,8.61250502,1.161102371,0.554645935,0.166908353,0.616835216,0.689052932,0.06347155,16.92574673,0.184417455,0.092208728,0.351704675,0.000566801,1.821781723,10380.29874,0.543038343,0.72730562,1.519964874,0.013181085,0.210268891,0.807045308,2.509347366,1.200031042,0.547764063,0.520325629,0.985877686,2.629489082,1.17800361,6.745631032,1.968240327,23.44896889,66.9553655,102.8642362,35.03148335,0.777705429,0.031409097,0.045064125,4.239186664,1.539722804
Experiment,,1,1,728,2.03602265,1.13301345,6.544239277,0.729650844,0.142524527,0.142524527,0.29420639,0.001154123,6.41E-05,6.197711367,6.503350168,0.474951739,1.37729134,3.602523639,10.30081855,0.970796636,0.1996838,0.258757929,0.956279303,0.586624897,0.281087741,74.95673102,0.044051786,0.022025893,0.557755357,0.000227069,1.741530014,9670.495144,0.710160948,0.44870885,0.985646677,0.014933915,0.300075587,0.253417705,1.471916059,0.914858362,0.406499512,0.184062288,1.562964066,4.581822039,1.651930462,5.890091278,1.605131468,16.60926091,47.21436713,102.647018,30.87930934,0.886147744,0.053710448,0.080534404,4.564910585,1.522265415
Experiment,,1,1,729,1.51209241,2.023727153,8.830152873,0.405458231,0.201594238,0.201594238,0.357389475,0.001335263,0.000189122,6.467209935,6.300691756,0.246628518,0.367257323,5.462434016,12.12464771,0.824766232,0.326525825,0.414931332,1.533441878,0.448389732,0.093494561,24.93188291,0.067965943,0.033982972,0.496709702,0.000423677,1.161285071,12208.13997,0.371316909,0.517620913,1.585853426,0.035498266,0.261009195,0.419350752,1.464439875,1.00425086,2.377023668,0.593100338,2.994244899,2.19470831,1.837568072,5.664754915,1.661170127,17.18510126,54.17847034,103.4312189,38.42148823,0.888204978,0.127418931,0.073932644,4.787560016,1.19124546
Experiment,,1,1,730,2.42656071,0.968297628,2.516666503,0.357184198,0.041906821,0.041906821,0.17197589,0.001108446,0.000454039,1.16008505,0.03947707,1.59796337,0.903204205,3.391068458,12.3367329,0.81058738,0.20095898,0.425505599,1.572520693,0.665518403,0.283206561,75.52174951,0.131837165,0.065918583,0.145447893,0.000348042,1.742070822,26497.19895,0.597291174,0.726727205,0.566582313,0.012946954,0.161564115,0.260987918,1.973251594,0.661899721,0.599999482,0.410545549,0.409140095,1.411701425,1.170018258,5.304982602,1.889490826,19.15543888,58.16805359,105.5562668,28.56785722,0.751452581,0.107326075,0.050088612,4.255239343,1.691156372
Experiment,,1,1,731,0.815134562,1.919399747,4.191372939,0.732309281,0.275720662,0.275720662,0.394744421,0.001482276,0.000162059,2.085129765,3.727083122,0.928318659,1.156318743,3.526691755,35.68751032,0.280210077,0.034356259,0.394460985,1.457790596,0.160214737,0.048536196,12.94298552,0.261690654,0.130845327,0.414990848,0.000157169,1.825862938,14665.9964,0.565409905,0.552166418,0.840712566,0.029193006,0.296810807,0.385292358,2.4938122,1.177917835,0.515371647,0.571461364,1.659504874,1.445651613,1.488464441,6.332961151,1.27893678,17.0079171,70.97763411,117.5407531,36.49252566,0.794602144,0.053782655,0.05930119,4.082428559,1.810434861
Experiment,,1,1,732,0.574336628,1.287946695,7.486389,0.94601601,0.046641813,0.046641813,0.167530035,0.001508173,0.000393107,1.50579513,4.044406867,0.607558447,1.413046136,2.046558316,6.955037556,1.437806758,0.293598847,0.263675008,0.974451116,0.115199634,0.036636907,9.76984198,0.217097602,0.108548801,0.104051961,0.00025658,1.802608347,17254.82665,0.239467099,0.733797735,0.370558492,0.036902015,0.344491818,0.049455387,2.453491765,1.342624798,0.626687045,0.316209321,3.575004881,1.476498213,1.997171466,5.919014921,1.378724241,20.73693118,61.3758579,108.8751612,34.55299714,0.847809256,0.030684382,0.061004691,1.903087164,0.908603711
Experiment,,1,1,733,1.998402688,1.361618935,11.47040919,0.898149349,0.341641655,0.341641655,0.319707175,0.001693103,0.000111505,8.297267735,6.14622534,1.026921379,0.28575398,3.874074301,47.63801296,0.209916396,0.474532971,0.410320853,1.516403153,0.405041287,0.178886854,47.70316112,0.111565143,0.055782572,0.244385884,0.000266957,1.258533518,23973.42969,0.180160187,0.872760156,1.98144405,0.017695343,0.284528381,0.613752346,3.369525593,0.859029497,0.947771817,0.271033899,1.218891076,1.761470574,0.916529521,5.984299965,1.247069942,15.9557085,51.52001818,106.9214714,28.66976663,0.811119108,0.041170135,0.052523077,0.71270087,1.423357634
Experiment,,1,1,734,1.425133077,2.571619557,9.002610013,0.917447237,0.186761796,0.186761796,0.17415111,0.001451553,0.000414555,1.048508828,4.255066577,0.63859234,0.698028298,3.095221662,25.40977122,0.393549391,0.22367481,0.014193884,0.052455658,0.907805948,0.169398978,45.1730609,0.168881578,0.084440789,0.461469125,0.000643387,1.530931994,5430.665299,0.947016565,0.352667355,1.194145281,0.027055212,0.218120413,0.920282091,3.300049835,1.253006964,2.426568909,0.576733599,1.701516811,1.063467078,1.732874707,6.869031358,1.786938305,15.73306469,50.42795609,101.6813032,40.1300018,0.685446571,0.045124263,0.036403531,5.86850251,0.621882188
Experiment,,1,1,735,0.956503088,2.050689518,4.493236144,0.700572325,0.338976871,0.338976871,0.021358858,0.001375464,0.000319612,7.002270608,6.92439024,1.462635068,1.571936251,3.454478248,7.416614524,1.348324086,0.179958506,0.377475457,1.395017992,0.28206898,0.351348954,93.69305449,0.264106731,0.132053365,0.634847433,0.00065858,1.608490201,21110.85842,0.51896295,0.473309715,0.837305054,0.051978475,0.280082542,0.085708814,2.635076102,1.318817819,2.410011734,0.348899593,2.952706767,2.027221249,1.684377468,5.375465178,0.828231404,17.81304198,61.68922059,104.5316415,38.38345286,0.851194368,0.091972316,0.021144865,4.135201033,1.559272049
Experiment,,1,1,736,2.846443721,1.666874963,12.10189243,0.934976536,0.158423241,0.158423241,0.200697825,0.001172765,0.000322592,4.79845205,6.912717213,1.512879835,0.181991687,5.512663122,9.015610534,1.109187222,0.167917242,0.058227663,0.215189188,0.227894483,0.086367934,23.03144907,0.31837614,0.15918807,0.468978082,0.000392838,1.313083613,20675.79529,0.27040081,0.76474732,0.472326696,0.040824637,0.341994676,0.01679013,2.675167528,0.814814239,4.317252015,0.546182401,2.025839288,3.097566638,1.017609221,5.219017692,0.879220842,16.25789931,70.57732736,96.75767934,31.52162634,0.891167682,0.089927342,0.058956261,4.154600575,1.705621651
Experiment,,1,1,737,1.691185978,2.156354715,1.071918763,0.810724302,0.123606454,0.123606454,0.357984355,0.001447204,0.000307611,3.308914256,4.150041055,1.282885188,0.594580902,3.590511827,16.75949361,0.596676739,0.965816923,0.260764525,0.963694985,0.417307206,0.136407584,36.37535575,0.052472307,0.026236153,0.638023521,0.000486957,1.156760834,12472.6088,0.288066561,0.605625623,1.821073197,0.016632449,0.179374055,0.585951651,1.261106802,1.119382273,0.956668349,0.322715447,1.740581841,1.317841554,1.428133331,5.477510163,1.78048579,19.10349287,44.55377791,110.0672123,37.57118715,0.787263536,0.124144805,0.021480551,6.257510323,1.006659474
Experiment,,1,1,738,0.478945006,2.264643621,10.05277334,0.505630735,0.184079744,0.184079744,0.295944159,0.00158556,6.31E-05,7.011264702,7.124671857,0.683368955,1.836522896,3.690895996,34.86122147,0.286851682,0.500354104,0.367451533,1.357973056,0.077378354,0.078893085,21.03815588,0.166749152,0.083374576,0.667713999,0.000767987,1.418923913,33687.57087,0.850820939,0.353853635,1.380279627,0.038974247,0.224545887,0.833437942,0.884956559,0.760410345,0.466133731,0.551251511,1.160687162,0.394299858,1.555343333,6.37470877,0.765056804,23.20318005,51.76880762,120.9967014,26.40140636,0.859586367,0.082765634,0.03931087,4.542671769,1.289652129
