ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,prog_ent_max,prog_ent_min,prog_ent_xmin,prog_ent_int,prog_ent_grad,eff_dcfl,eff_dcff,cpress_term,ent_fac_sh,orig_mdet_fac,r_det,cca_md_knob,mparwtr,qlmin,stag_dropoff,cape_timescale,efrac,thpixs_mid,c_mass_sh,gwd_frc,fbcd,gsharp,nsigma,nsigmasf,fcrit,ez_max_bm,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,a_ent_2,dec_thres_cloud,par_mezcla_rp,lambda_min_rp,near_neut_z_on_l,tke_diag_fac,cbl_mix_fac_nml,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,c_r_correl,aut_qc,m_ci_rp,ai,x1r,ar,mp_dz_scal,param_mp_czero,param_mp_tau_lim,qclrime,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,sea_salt_ems_scaling,ps_acc_cor_scav,ps_natl_dms_emiss,marine_pom_ems_scaling,ps_dry_depvel_acc,ps_bc_refrac_im,aparam,liu_latent,bparam,u10_max_coare,rho_snow_fresh,a_snow_et,rho_snow_et_crit_delta,rho_snow_et_crit,can_clump_broadleaf,can_clump_needleleaf,tupp_io,f0_io,z0v_io,nl0_io,rootd_ft_io,n_lai_exposed3and4,fsmc_p0_io,gs_nvg_io
Experiment,,1,1,115,2.914087151,0.390211473,-3.138964391,-4.08537819,-1.425817278,2.467503992,1.544950599,0.004843136,0.858974681,4.747006721,0.571824952,1.29170536,0.0011486,0.000524402,1.157758183,1269.749185,0.817016185,0.094054968,0.031663521,4.037654657,5.186321629,1.898283433,2.348219715,2.031283596,1.809678906,389.5397946,13.91856626,0.718464805,0.212508114,0.188037645,0.694921732,0.033595704,0.039217602,0.182097532,48.55934184,4.681629454,0.315883226,0.054343532,0.000573456,1.149984854,4712.298399,0.619215155,0.236039769,2.338394368,1.982317988,0.024926002,0.258484231,0.18917056,0.809927618,4.559677447,1135.689921,0.000434757,1.098319859,0.846933239,0.741782814,1.111974931,0.811124301,1.195690873,1.157360849,1.077212587,5.118715189,0.972253722,0.051461301,0.001163072,-0.157085306,19.75146599,142.6568176,2.06E-06,30.70017399,173.3569915,4.947681933,6.345916097,26.72578452,0.679734297,1.532894193,0.051060534,3.287526848,3.575013657,0.66733907,0.01611414
Experiment,,1,1,116,2.00332794,0.484493545,-3.378006688,-2.866488536,-0.991999836,1.276603092,5.70131493,0.851041649,0.915379575,2.742617269,0.453690557,0.533686997,0.001360554,0.000285826,1.065177702,1536.978559,0.693645124,0.254754462,0.024489676,1.015388075,5.434755761,0.301885449,2.849719201,3.017319365,0.828184474,399.6493213,19.1339902,0.522630141,0.204294406,0.053162864,0.196471455,0.053378197,0.103077232,0.076791636,20.47776973,6.067169643,1.964134064,0.446530334,0.000426194,1.744962231,27724.15235,0.882298267,0.130668009,2.828331471,1.490615303,0.011867036,0.269773978,0.290294512,2.135086938,7.96634277,1183.620183,5.00E-05,1.294055335,1.238739845,1.305199087,2.434778068,0.533401175,1.998842031,0.768311902,0.706489901,0.575253313,1.025295519,0.103602503,0.003076573,-0.123000683,15.50981655,84.80303318,2.40E-06,61.84018524,146.6432184,8.555000216,5.957102851,36.29828915,0.732622877,1.306472424,0.024670752,2.598906341,1.080659425,0.101577831,0.008881517
Experiment,,1,1,117,2.522944891,0.625255009,-3.020751621,-2.410456097,-1.004952239,0.970493446,2.521091944,0.204826493,1.049223424,2.196753673,0.705494199,0.5602747,0.001629433,0.000271202,1.195352684,1480.285186,0.994825922,0.580168273,0.042090847,4.72231164,7.149768843,1.045081099,3.629142882,2.556392617,1.470879338,384.1039383,33.98802559,0.294221268,0.57644986,0.280303758,1.035905192,0.048457039,0.07606547,0.278754611,74.33456284,1.569758958,0.950431108,0.702114288,0.000818601,1.279263009,6545.920695,0.724019697,0.716011407,2.623914136,0.807941845,0.0089281,0.30707228,0.076315157,0.100435185,4.954632886,3105.811569,0.000138181,0.932381851,2.279242516,1.249580203,1.668897172,1.135116528,1.372454995,1.26578791,3.726543043,6.640542133,0.877570963,0.086677144,0.004740092,-0.13178011,18.06618952,151.9681859,3.74E-06,29.95538872,181.9235746,7.05398246,8.326668079,38.49939342,0.812057507,0.799445253,0.11584741,0.810232251,1.769216913,0.746049455,0.014819621
Experiment,,1,1,118,2.703523568,0.416725896,-2.980338497,-3.116871422,-1.185636236,3.057361219,6.674019149,0.629662586,0.889743698,2.424435858,0.6981537,1.274737867,0.001695017,0.000291774,2.150839473,1106.586737,0.972573149,0.698423723,0.053097351,5.350624449,0.319171585,2.042959336,3.1822632,3.12242083,0.617091292,338.011163,27.89652454,0.358467593,0.898226059,0.408333337,1.509057984,0.043749673,0.122973142,0.174176542,46.44707787,3.361427915,1.20611903,0.705065226,0.000847338,1.161176279,8244.08346,0.711967013,0.327012469,2.63851591,2.091493132,0.046183004,0.212058004,0.582128457,2.232534171,6.012332589,5718.065651,0.000711422,1.01274877,1.760884717,1.179612167,3.5052898,0.143613911,1.278481269,1.349968147,3.051593863,6.354477904,0.75130678,0.118155041,-0.003123656,-0.120221996,21.76798298,87.36123658,3.48E-06,41.67707219,129.0383088,6.270125193,8.116174277,37.63232222,0.771388766,1.424922598,0.068994515,1.024676301,1.635466389,0.40580641,0.010283117
Experiment,,1,1,119,2.201522497,0.365543202,-3.086940786,-2.74482741,-1.007589983,1.372531102,4.342797653,0.673192003,0.966428926,1.516928287,0.715822311,1.295593962,0.001106551,0.000669219,2.675737427,1897.617652,0.834566518,0.266954626,0.039698342,2.726225784,5.011857555,1.82358459,1.265852716,1.812632618,3.011509003,368.443769,31.4788035,0.317674082,0.615156162,0.071294513,0.263479723,0.026444447,0.038691858,0.089479032,23.86107518,9.174044917,0.446895916,0.10999053,3.20E-05,1.026695367,5044.298678,0.544920604,0.951705263,2.778471017,0.767018903,0.016866238,0.27763573,0.521640798,2.108290142,10.0235668,1471.455087,0.000433292,1.072391378,2.189081211,1.42944369,2.01564375,0.454834198,1.331122398,1.392479134,1.674172396,4.867430902,1.001980951,0.034809246,0.000576883,-0.167945812,16.59715966,109.8479778,2.31E-06,59.15912282,169.0071006,3.633220386,7.19436039,34.66775564,0.777837337,1.343336041,0.037453955,2.666575092,2.577791518,0.312070642,0.015001012
Experiment,,1,1,120,2.989698942,0.443681708,-3.244776354,-4.520080107,-1.52977009,2.243967387,5.023353203,0.174928649,1.198340591,0.715389393,0.554125829,1.367795083,0.001093207,0.000385032,2.302905553,4013.101242,0.840442537,0.442258598,0.027401931,4.245756637,4.929543988,1.775188489,3.870670151,3.564329044,2.568022879,434.5709227,39.48039138,0.253290296,0.243342358,0.372929208,1.378216637,0.064354534,0.307357094,0.428224892,114.1933045,3.543796325,1.673264696,0.033988647,0.000458858,1.139406543,10238.93541,0.143748202,0.425953299,2.822754806,1.193481714,0.021525462,0.289234298,0.86593356,0.904514987,10.73830466,4843.195916,0.000176229,1.372856762,0.56234542,1.457836661,0.99279019,2.378929321,1.795368905,1.498561191,2.433329563,0.364823483,0.894484844,0.034192582,0.001264247,-0.16763893,20.82500372,100.0044188,3.68E-06,45.43787041,145.4422892,5.180984231,4.363891128,31.61091945,0.673769069,1.114465568,0.025083298,4.686287006,2.142616906,0.281067574,0.007444789
Experiment,,1,1,121,1.93307093,0.529553567,-3.122346117,-1.923101809,-0.785516815,1.656878876,4.882469244,0.94537172,0.752790549,1.64885982,0.527757787,1.095716942,0.001086366,0.000377589,2.051872117,3928.378161,0.84404427,0.654943933,0.026313767,1.866928337,1.767132885,0.912372285,2.245730173,1.397413449,1.795509635,346.8280711,15.79450393,0.633131629,0.46395796,0.260177135,0.961524195,0.047567487,0.178675453,0.057400683,15.30684878,1.310683886,1.454194734,0.405185102,0.000341368,1.675209096,26343.66649,0.257267919,0.471425868,3.046591143,1.132781457,0.010838667,0.254148667,0.373413791,2.388946632,7.389649549,1418.559571,0.000312089,1.255544194,0.526932374,0.776234746,1.038719777,2.678222197,0.90422736,1.082539319,0.661526141,5.262007636,0.793692578,0.088586999,0.004678458,-0.130663363,22.32483115,105.8091073,2.78E-06,55.8039753,161.6130826,5.690675885,5.090205876,30.15712253,0.697018987,0.767783619,0.104786894,4.527084371,2.702974294,0.229182747,0.007004506
Experiment,,1,1,122,1.721352771,0.381853266,-3.281456034,-2.318697856,-0.822973428,2.439216893,7.208435482,0.497830518,0.732141651,1.659473001,0.639110955,0.549486957,0.001096302,0.00075822,1.914544842,2358.427103,0.783736222,0.780103899,0.036520479,3.402412296,4.015341896,1.826123297,1.767144526,2.496793095,0.917071898,406.7711208,17.45125754,0.573024607,0.617436327,0.274252336,1.013541241,0.057420716,0.087602476,0.261898959,69.83972233,6.606778485,0.939716223,0.915601229,0.000429271,1.494965961,10923.84022,0.058673106,0.310161375,2.467335757,0.751035475,0.025772785,0.186482127,0.612540433,1.605382181,10.11935506,937.0369415,0.000563008,0.65828843,1.377145296,1.269420034,1.657013089,2.409730607,1.193236723,0.982804185,1.582506743,2.35159468,0.868218951,0.046405978,-0.005869836,-0.167237347,18.6533694,104.9234704,3.03E-06,64.22126841,169.1447388,8.3609111,5.994420529,29.95094093,0.738750452,1.037944596,0.071309345,2.341429604,1.625948024,0.606351055,0.010625152
Experiment,,1,1,123,2.41382838,0.61638938,-2.716256086,-1.610092338,-0.819687705,3.019566865,1.715601909,0.473966189,1.845998592,0.631845755,0.531041296,0.814481757,0.001034319,0.000298978,1.220258397,1743.070641,0.947268853,0.704870511,0.040620004,5.706606688,1.204753924,0.445890374,2.138656595,3.064941191,0.616333455,419.8751159,15.14468512,0.66029765,0.346497957,0.347770876,1.285240193,0.020003894,0.153906661,0.260674028,69.51307408,4.092336979,0.638635581,0.0992127,0.000518586,1.061795906,21373.07526,0.727934983,0.457125727,3.062687876,0.86152908,0.034518094,0.339633489,0.420476789,1.087979611,5.03210255,6295.463813,3.43E-05,1.199804288,0.615502996,0.71792349,1.71046534,0.930394423,1.909002509,1.052868014,0.847736096,4.280528347,0.810207508,0.119978566,0.006330264,-0.109642961,15.87903417,113.0396093,3.77E-06,55.04190029,168.0815096,9.584179645,4.390861928,32.71992533,0.759839023,1.24881363,0.054059975,1.689276586,1.162476753,0.48486517,0.009209073
Experiment,,1,1,124,2.670352552,0.362842023,-3.201595567,-3.963799012,-1.351401495,4.142089418,2.203573775,0.92986232,1.404120312,0.876714325,0.650213408,0.38659799,0.001860417,0.000444629,3.075226922,1793.778897,0.918690327,0.727359048,0.02184861,2.385874198,1.533433863,0.238323344,2.514660066,2.52019548,1.850593555,435.4411136,15.58692528,0.64156335,0.377220798,0.102999491,0.380650293,0.062370801,0.067042964,0.183567235,48.95126253,1.243930363,2.060856822,0.161780126,0.000507997,1.223502614,9463.156318,0.666512032,0.686839245,2.944937669,1.100057573,0.011303431,0.238448066,0.950175843,1.377217616,6.326766588,2176.130174,0.000375983,1.195732644,2.647418467,0.44653483,3.084876047,1.147530818,1.756890081,1.106466482,1.680485933,7.984092549,0.991795833,0.073874999,-0.002876165,-0.147295291,21.78962745,150.7396529,3.49E-06,26.19923977,176.9388927,10.81516599,3.801408149,38.14700785,0.894523481,1.250653798,0.085995115,2.627976646,3.899495192,0.519436939,0.008557625
Experiment,,1,1,125,2.732806004,0.309982024,-2.739834378,-2.750116733,-1.116891876,2.355797901,6.248630458,0.50688876,1.540089472,0.577033545,0.529925878,1.916444091,0.001624906,0.000123529,2.842416688,3085.011432,0.933675826,0.788425863,0.046622464,5.320532722,8.506007286,1.648275742,2.930002834,2.819469032,1.606255912,400.1008021,11.55631657,0.865327628,0.285689606,0.350128391,1.293952749,0.028409308,0.272645552,0.063604817,16.96128466,5.688563469,1.782948845,0.815430914,0.000688949,1.215009047,6645.029939,0.268882613,0.23206156,2.355808043,2.340460039,0.015436045,0.153946821,0.346238186,1.829892741,8.002088093,1114.294996,0.000426115,0.672479802,0.488100264,1.003978306,0.685401327,1.093267159,1.048339426,1.067642428,1.465146495,7.393944981,0.813820998,0.068497336,0.004958341,-0.142778803,18.24782469,116.3287501,5.26E-06,49.45829251,165.7870427,8.840158174,5.880616478,27.3634129,0.712346058,1.513157473,0.03134035,2.07401814,2.283521823,0.635623721,0.007346652
Experiment,,1,1,126,2.445388752,0.665473655,-2.793170866,-1.684146854,-0.841201853,3.040362453,5.202614437,0.303645496,1.038520366,1.45846789,0.602527591,0.869731104,0.001602634,0.000175654,1.9355637,2210.06701,0.969712318,0.522309126,0.028438316,4.947822391,3.535766723,1.121219617,3.448885118,4.11389697,2.207303509,434.8196944,34.18906708,0.292491163,0.086300285,0.099668627,0.368340578,0.077009175,0.08798246,0.101331945,27.02185196,1.810875256,1.16150867,0.024436222,0.000238515,1.294080111,13391.32715,0.462422381,0.869320378,2.868679674,0.638100608,0.047873227,0.207822714,0.607190027,2.950490198,6.677502009,2531.142133,0.000378813,1.176344113,0.934780226,0.754040912,1.21630306,2.802922936,1.072556937,1.3310923,1.797884672,0.666198553,0.67204939,0.032684415,0.001033012,-0.168800705,19.04405378,116.0013978,3.12E-06,35.15001399,151.1514118,4.850606986,6.5619703,27.52454387,0.726335247,1.4212648,0.028129615,2.252304813,1.971077356,0.034820283,0.013316936
Experiment,,1,1,127,1.575507573,0.398505481,-3.35231334,-2.136013383,-0.756050705,2.45214631,1.400808546,0.370169423,1.136623129,2.145127114,0.95912647,0.901177384,0.001244326,0.000618189,1.162128546,1594.675373,0.97460192,0.156308787,0.042884977,4.45106494,4.092786736,1.587711664,3.613889991,1.749751077,0.931987363,371.5063345,21.12175478,0.473445512,0.15452686,0.477671523,1.765307802,0.034249569,0.247456121,0.191549479,51.07986108,0.380041818,2.157909385,0.122383654,0.000177138,1.734638069,18265.78159,0.066364758,0.717364463,2.344329164,0.764514972,0.033268921,0.237928004,0.123639127,0.89194578,5.958085089,2274.720112,0.000544672,1.329582786,1.675643073,1.099610169,2.21029124,1.853258487,1.678400297,1.799406097,0.755475267,1.786973761,0.668253508,0.056722006,-0.003000291,-0.158002813,18.86823036,130.5677191,1.31E-06,65.59312395,196.160843,4.25586033,3.015607375,32.12921485,0.786020742,0.961879137,0.05005884,1.252043052,3.632504355,0.638389015,0.017317596
Experiment,,1,1,128,1.641863331,0.450491629,-2.936840778,-1.323558504,-0.604067523,1.668594796,5.896252347,0.250465047,0.632550137,0.433330892,0.663955193,0.351516924,0.001445488,0.000190435,3.186543667,3075.771349,0.706668312,0.569102677,0.01775936,1.75607201,0.63031068,1.812845685,2.640032038,1.95741738,2.535613138,433.7988956,31.8810692,0.313665766,0.491024266,0.474032992,1.751861058,0.082895963,0.068132778,0.041809942,11.14931794,2.46590322,0.622976471,0.23579357,0.000267376,1.637918933,13284.66984,0.853921026,0.270450295,3.038649194,1.314902039,0.024200204,0.174102208,0.973387598,2.644035479,9.516032522,1709.531513,0.00061755,0.984877458,0.510268764,0.599150534,2.173730855,2.18191413,0.605251155,1.44178806,0.652398226,2.769929422,0.424651077,0.107608895,-0.006131485,-0.129736796,18.06330316,120.991503,2.36E-06,69.04291719,190.0344202,9.414112839,4.758297208,39.77868458,0.917208442,1.101934198,0.025286062,1.176294812,2.570006429,0.177283754,0.012576423
Experiment,,1,1,129,2.15910964,0.412042286,-3.456777097,-3.746305688,-1.202955197,2.58491275,1.65455734,0.757977587,1.696537768,1.636429022,0.817003625,1.552920471,0.001453013,0.000895952,4.267565313,3940.731281,0.91345671,0.4355915,0.029700852,0.751701445,2.503789575,2.202958237,2.884655494,3.33532507,1.694516856,438.6084406,38.40691498,0.26036978,0.275208882,0.405817741,1.499761218,0.01620055,0.186201322,0.153974815,41.05995056,2.889744746,2.303178117,0.03093187,6.11E-05,1.113507725,14053.04503,0.703147365,0.00491441,2.658556658,1.455660922,0.033677856,0.285229585,0.547218177,1.072334311,3.275267449,735.5736907,0.000278109,0.838460379,2.456428803,1.32867405,3.461340946,0.776432857,0.842502955,1.435382996,0.57184998,2.261277464,0.5832653,0.116635826,-0.000616822,-0.118652517,18.47402999,106.160275,1.66E-06,44.19133985,150.3516148,8.643663661,2.35745313,31.10242778,0.708894631,0.733144774,0.023387058,5.567287357,2.299464018,0.386716578,0.012165633
Experiment,,1,1,130,1.927824973,0.568046348,-2.620333783,-0.988726645,-0.594112477,1.514153941,6.298200897,0.807138679,1.739788732,2.914341301,0.666830641,1.064479605,0.001641889,0.000807293,3.992919655,1988.52427,0.929699384,0.736641995,0.038012505,6.179211403,1.128236401,1.518093878,1.271975109,2.266739907,3.070176401,488.6590601,36.87735177,0.271169146,0.641648399,0.144560141,0.534243998,0.094188481,0.335513956,0.185307788,49.41541006,0.067554772,2.856576789,0.017457433,0.00079004,1.515992211,20101.26359,0.934332458,0.616509459,2.463574945,2.371863942,0.042732488,0.189626728,0.47336357,0.565224332,7.110330106,1974.569266,0.000441089,1.319174473,2.756606983,0.870284613,3.142183456,3.109650383,0.75871376,1.545839877,2.628811901,5.883260975,0.757746269,0.038571454,0.002511033,-0.16369038,23.42118902,146.5829236,4.01E-06,63.05614105,209.6390647,8.945682462,7.220720064,38.77412316,0.815387366,0.908741509,0.066442784,3.71981336,1.702856016,0.529140068,0.010039113
Experiment,,1,1,131,1.759117814,0.307494133,-2.600842484,-1.328138318,-0.628885625,3.168719287,5.457027791,0.01910539,0.543596392,1.301413342,0.829115801,0.320331028,0.001055631,0.000335739,3.002659011,4279.718054,0.874594283,0.153275541,0.03109346,2.581993476,7.426826751,0.044691016,1.223932796,3.050572548,1.99682057,404.427838,15.92377444,0.627991814,0.525646838,0.122055577,0.451074957,0.034839555,0.096393213,0.380751265,101.5336706,2.25352348,0.89005107,0.306187881,0.000303037,1.364798255,14485.00309,0.357262416,0.589228028,2.299229807,0.479560608,0.0192662,0.251755908,0.748202954,1.157142333,4.277073889,2661.612808,0.000375012,0.76818619,1.977057658,0.789604545,1.292664564,2.685058357,0.936716518,1.703418049,1.344894606,1.756840769,1.118375675,0.055343818,0.005296186,-0.150556679,15.67202174,72.55962376,3.66E-06,25.41927149,97.97889525,8.798216297,4.320028852,33.98204234,0.950781628,1.582765109,0.080746546,2.229389563,1.741523183,0.348451233,0.013431801
Experiment,,1,1,132,1.90691791,0.562189228,-2.682249909,-1.057549163,-0.603873034,1.984575267,3.705448776,0.045555049,0.883618323,1.264111653,0.750858691,0.538356766,0.001486529,0.000745012,3.792375396,3759.484664,0.995472473,0.252279893,0.043225,4.247654004,9.167303034,0.068505925,1.376001625,3.326288006,2.008837844,376.4031525,21.59529883,0.463063747,0.160704742,0.141741423,0.523826998,0.039968807,0.271041357,0.422812123,112.7498994,5.120398234,1.52234842,0.566663974,0.000416337,1.672531977,26503.77308,0.392371367,0.791026207,2.710379067,1.269280983,0.043744776,0.343767658,0.140793827,0.84927426,6.499666214,5842.905863,0.000634498,1.001599988,0.818358626,1.469363368,0.839852973,0.621083273,1.21168966,1.644373339,2.160802185,6.212931762,0.760967065,0.113874015,-0.00629083,-0.126030563,17.93929157,83.83602573,1.92E-06,58.19150875,142.0275345,4.285335287,5.045281564,38.95644092,0.924942468,0.694098176,0.014443255,2.754847909,1.058431385,0.736176093,0.012378785
Experiment,,1,1,133,1.520594945,0.599644882,-3.516541303,-1.725989363,-0.66134137,0.879661191,1.849971504,0.889992299,1.288260438,0.60247788,0.701612961,0.739974191,0.001064475,0.000599854,1.696301124,2130.348685,0.96298753,0.018547867,0.027610709,5.574958068,4.151904707,1.367418512,3.822625267,3.861746932,2.355921153,402.2323983,23.28966073,0.429375083,0.306871225,0.299133768,1.105494359,0.038767953,0.048579203,0.223091479,59.49106111,1.473575179,1.42941023,0.008894398,0.000143047,1.250260961,20370.23532,0.354386505,0.754504031,2.55302763,1.050379027,0.009361731,0.250364454,0.107202498,1.06374649,10.40933504,2593.02119,6.22E-05,0.685751022,0.799832205,0.689417594,0.67056758,1.22889582,1.392910443,1.2688051,2.975478225,5.967928204,0.986203136,0.105017121,0.000141169,-0.125063267,21.72640073,66.66882268,4.10E-06,54.72088205,121.3897047,8.974308265,6.397240592,40.06645017,0.944163597,0.897430056,0.016287233,2.310792411,3.401904461,0.47565849,0.012269023
Experiment,,1,1,134,2.13064352,0.404415942,-3.311434556,-3.173507992,-1.080475508,1.841618415,4.135297854,0.21101224,0.536946559,1.068856677,0.538182816,1.055883996,0.001718897,0.000627871,2.943812066,4427.284377,0.631399592,0.349320004,0.037272565,3.909141669,0.683732818,0.815520096,2.79742261,2.401510423,1.155538744,459.0086248,34.93036047,0.286283905,0.265910376,0.403089518,1.489678654,0.074133477,0.014930417,0.097819098,26.08509278,3.456067438,1.792714044,0.493681033,0.000614903,1.5646037,22877.32889,0.033838332,0.950269495,2.982901532,1.210354374,0.038890988,0.298547103,0.295626314,1.22399345,7.419106463,3898.719203,0.000141605,0.776780883,0.34453304,0.762643721,2.069837286,1.517897608,1.67115276,1.398627182,1.284179177,1.498971759,1.105637636,0.079397081,0.00584521,-0.135166791,14.45873165,116.8736975,4.13E-06,13.12550377,129.9992013,3.376174052,6.060348731,27.31174822,0.833399398,0.786856077,0.046847009,0.988703985,2.692445643,0.417575013,0.012821527
Experiment,,1,1,135,2.697144163,0.573347002,-2.933553243,-2.580364022,-1.075048163,3.279472426,3.873743085,0.480882211,1.180458791,1.451838093,0.898438256,1.769574325,0.001564414,0.000152518,1.305751222,1499.909513,0.71618147,0.471138949,0.021310185,1.330770713,6.510405195,0.797114397,3.224181247,2.279199174,2.324377186,438.1636203,7.776208198,1.285973799,0.030148839,0.417409557,1.542600538,0.046921392,0.109641083,0.132176382,35.24703528,0.211873227,0.863954923,0.574457316,0.000110656,1.720545628,28807.16947,0.295540548,0.634822392,2.815570563,0.840144348,0.022652463,0.14030461,0.916223546,0.532906711,7.733621473,687.9548987,0.000112681,1.169413203,1.876576256,1.224896004,0.580503155,1.329506598,1.75199011,1.74961183,2.914424924,7.232840459,0.945539791,0.103399477,0.002828357,-0.123374166,17.25663591,130.264069,3.29E-06,29.54228033,159.8063494,10.41498616,7.176707225,31.50524854,0.746046204,1.805640542,0.046675052,7.433578122,3.228602465,0.794166803,0.010368808
