ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,prog_ent_max,prog_ent_min,prog_ent_xmax,prog_ent_xmin,prog_ent_int,prog_ent_grad,tau_conv_prog_precip,eff_dcfl,eff_dcff,cpress_term,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,mparwtr,qlmin,gwd_frc,fbcd,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,dec_thres_cloud,near_neut_z_on_l,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,param_pdf_power,param_pdf_merge_power,c_r_correl,param_aut_qc,m_ci_rp,ai,x1r,ar,mp_dz_scal,param_mp_czero,param_mp_tau_lim,qclrime,a_ratio_exp,a_ratio_fac,starticetkelvin,tice,param_tnuc,allicetdegc0to1,allicetdegc,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,ps_natl_dms_emiss,ps_prim_moc,ps_dry_depvel_acc,ps_bc_refrac_im,aparam,liu_latent,bparam,u10_max_coare,r0,rho_snow_fresh,rmax,a_snow_et,rho_snow_et_crit_delta,rho_snow_et_crit,unload_rate_u,can_clump,tupp_io,f0_io,z0v_io,nl0_io,rootd_ft_io,n_lai_exposed3and4,n_lai_exposed5,fsmc_p0_io,gs_nvg_io
Experiment,,1,1,168,2.863598208,0.668825983,-4.80154012,-3.459019731,-4.986030725,-1.634814817,12118.20836,3.394164895,7.322655744,0.860146336,0.885475151,10.79125152,0.454888914,0.219034983,0.219034983,0.001203688,0.00058047,2.069061279,6.508118258,1.20875787,2.519508177,17.52808117,0.570513104,0.447925558,0.369215304,1.364491342,0.284989389,5.298666464,0.000190571,1.623978948,34774.05751,0.215806156,1.876337753,0.689694169,0.5996962,2.41952401,0.937923446,0.022230197,0.257006046,0.558603708,1.046150744,9.693056271,3114.412553,0.00032251,-0.191648532,0.076783031,247.5324407,247.5324407,-25.61755932,0.73847006,-28.0903461,1.174811899,0.799452342,1.090179041,0.878195866,0.796713197,1.017639971,1.194458982,3.151878664,5.495356701,0.899688837,0.108021833,-0.005144791,-0.12849532,16.35174692,58.25275758,140.0058072,2169.222913,3.54E-06,37.01980458,177.0256118,2.38E-06,5.06199628,30.41463213,0.94273003,1.610687775,0.04498022,4.663464021,0.81728358,3.718961982,0.383290941,0.005932374
Experiment,,1,1,169,1.511998432,0.364173363,-4.980166871,-3.115971644,-1.554397351,-0.615721493,3625.024229,2.763603638,4.73460659,0.566909884,2.45475516,4.878921107,0.690531846,1.244733254,1.244733254,0.001696149,0.000757569,1.503255482,7.500310299,0.91922871,2.926562499,9.689377083,1.032058089,0.312293937,0.285520298,1.055183711,0.150314298,0.944507772,0.000208819,1.225814641,26242.73079,0.115451478,0.093157847,0.458917929,0.501960339,3.027308458,1.016957558,0.025196109,0.303229867,0.282357544,1.033517598,7.502067196,1354.253924,0.000156162,-0.106081879,0.10393333,256.1623335,256.1623335,-16.98766645,0.63130847,-22.0576673,1.18210337,1.738692986,0.935851085,0.757761216,0.965786379,1.682780437,1.178460459,1.220710369,1.682439256,0.722682941,0.094054929,-0.00547982,-0.137447929,14.12003941,60.02331364,94.42192859,2163.764721,2.47E-06,51.74285448,146.1647831,3.86E-06,8.263669604,31.49838099,0.836774903,1.032530504,0.08069968,1.40381802,2.681294458,3.317285187,0.661925905,0.0103318
Experiment,,1,1,170,2.316442067,0.521546086,-4.758797223,-2.947243149,-2.398595772,-0.990804528,12326.26899,1.943198076,2.218249218,0.735826206,1.627486308,0.657060132,0.903824224,0.446407395,0.446407395,0.001173936,0.000312622,3.517289112,6.21339501,0.98855916,2.163781904,40.90062438,0.244495045,0.359334197,0.26479671,0.978596536,0.062106032,1.345775973,0.000742886,1.656589619,5642.823607,0.935363254,1.168512886,0.620125461,0.647019785,2.731473248,1.07346147,0.026150849,0.30137804,0.120107394,1.387876623,9.021968959,4965.651381,0.000282133,-0.322346041,0.035312711,252.8861942,252.8861942,-20.26380582,0.443931218,-27.07184736,1.329402525,0.433859729,1.341984388,2.077293607,0.525758107,1.659512847,1.954228793,1.299821762,4.318308862,0.738126849,0.046994111,-0.000707282,-0.161711915,20.05595883,48.00762467,85.09616342,1973.466468,2.91E-06,51.65901298,136.7551764,2.21E-06,5.302243457,39.86682273,0.858411383,1.780426245,0.015959812,5.843498145,2.667829061,1.671492985,0.267748701,0.010893344
Experiment,,1,1,171,2.684288054,0.368586296,-4.482622134,-3.181183004,-5.291817565,-1.779339275,6761.405779,1.629860849,3.683861644,0.669847922,2.306562983,2.397101129,0.370508867,1.345906717,1.345906717,0.001279224,0.000171462,4.982146955,2.797625689,1.192843562,3.463827404,11.62369265,0.860311805,0.269176508,0.208129518,0.769174307,0.154080226,3.927718356,0.000637985,1.940008609,16383.63905,0.220325079,0.962456833,0.07838305,0.73160751,2.863797862,2.710837341,0.03532598,0.317416516,0.315265675,2.905637745,6.707755085,2882.343458,0.00023249,-0.253044284,0.057302159,241.322342,241.322342,-31.827658,0.649350779,-34.01451392,1.025817206,0.928067255,1.020491035,2.767702006,1.051581553,0.798223215,1.250951292,2.551622693,1.460663145,0.725226727,0.056239545,-0.000647123,-0.155947324,19.51107074,56.14033712,113.5811523,1710.411528,2.22E-06,68.99671911,182.5778714,2.47E-06,4.771372785,29.86707852,0.872504948,1.110305804,0.066894879,1.304125235,0.905355209,1.784098983,0.189370844,0.010801312
Experiment,,1,1,172,2.697511124,0.558808626,-5.267160406,-3.229850962,-2.831785935,-1.049768117,13976.17448,2.002612276,5.658583351,0.811109972,1.405522537,7.606221085,0.529587578,0.521938455,0.521938455,0.001046782,0.000197986,2.438767024,5.349109586,0.687678487,3.290326714,8.113012975,1.2325877,0.687891072,0.293074675,1.083102061,0.093881036,5.149488417,0.000155094,1.13049311,20634.14668,0.897702138,1.106273404,0.588848081,0.547705837,2.680896021,0.775196342,0.032111721,0.136640105,0.114580644,2.3834169,4.125555393,3466.601449,0.000471374,-0.230590712,0.064426677,247.4114273,247.4114273,-25.73857272,0.424238219,-31.05474522,0.828258632,0.868549682,0.792452612,3.175431219,1.61841573,1.677096023,1.08534668,1.182871951,3.833671781,0.796456422,0.069329744,0.003180509,-0.144043039,21.63603889,49.57032918,137.2115193,2052.156867,2.93E-06,4.086642098,141.2981614,3.49E-06,6.521413308,33.48892647,0.719415158,0.913764912,0.023210712,5.094193496,1.281152599,2.573311148,0.472983491,0.016024764
Experiment,,1,1,173,2.887402627,0.568171009,-4.933707776,-2.894755963,-2.724505902,-1.137462692,5766.397482,1.681011891,2.555864439,0.738575023,1.557123591,12.95772504,0.594545804,0.837670361,0.837670361,0.001619263,0.000405068,5.448777613,7.276983575,1.75905463,1.923165635,22.34156511,0.447596216,0.255383308,0.381178491,1.408703121,0.142405961,1.133913829,0.00081709,1.830424398,29837.0801,0.486401442,0.441689014,0.242582923,0.7141658,2.301696122,1.227076589,0.02850936,0.175034784,0.205827128,2.439760621,11.72703174,4282.749308,0.000218917,-0.351429525,0.026084522,259.8383935,259.8383935,-13.31160652,0.18178651,-29.04854954,0.959584633,2.273271567,1.56084412,3.130176804,1.322542967,1.848083503,1.436672558,2.952901229,7.465783611,0.521101272,0.031943882,0.004735408,-0.165555217,16.55360055,61.0263213,90.23536774,2065.990648,3.14E-06,67.25898907,157.4943568,2.55E-06,3.742417383,27.95616358,0.762818142,0.951278127,0.031701047,4.136122997,1.12830792,3.104637227,0.76249189,0.012133338
Experiment,,1,1,174,2.619815876,0.381617153,-4.607555569,-2.899517319,-3.417885556,-1.310391452,24858.40177,2.723321022,6.098364126,0.518573351,1.41574241,1.27077291,0.365450395,1.727410885,1.727410885,0.001334658,0.000295233,1.268862159,0.507604608,1.028724333,2.631241482,28.47165689,0.351226486,0.707117862,0.397656034,1.469598387,0.082016285,3.100814286,0.000427833,1.088322421,21917.56699,0.379309682,1.97844943,0.371884062,0.734619324,3.116375353,1.831546997,0.007600219,0.226359542,0.803264376,3.088666278,5.022129103,1027.19147,0.000716639,-0.062606837,0.117727961,260.4970133,260.4970133,-12.65298669,0.420584634,-23.00672439,1.221818782,0.972374138,1.098181388,1.985448937,1.721550907,0.951661871,1.307879792,1.013096977,6.018292461,0.991935293,0.036558456,0.002210817,-0.165232616,19.4237444,49.6850242,147.5554233,1971.978233,4.93E-06,20.68425574,168.239679,2.89E-06,4.865017433,40.05715155,0.878188652,1.522244482,0.0405193,2.510091781,1.107364733,2.323309088,0.676001952,0.012621177
Experiment,,1,1,175,2.681387679,0.699742407,-5.305720349,-3.271367644,-2.486868354,-0.9740913,16493.44641,1.267139982,4.181490154,0.675725762,0.365101077,5.981312667,0.847268433,1.486809661,1.486809661,0.001523175,0.000353372,5.345965144,9.369683466,2.013627071,1.730366919,12.27929012,0.814379325,0.518899306,0.187139881,0.691603906,0.189256679,1.759787198,0.000697539,1.93659975,20119.63703,0.910020675,0.311429504,0.799615468,0.457345214,2.91152912,1.675185064,0.036498273,0.148471905,0.841802606,0.286441464,5.73221152,2208.357342,0.000207258,-0.127219024,0.097226514,254.7864418,254.7864418,-18.36355821,0.352156338,-27.35758853,1.059555805,1.574815659,0.653580727,2.094132992,0.612340174,0.966283468,1.685702993,2.396253964,4.691409041,0.867043249,0.11640749,0.006084257,-0.112092321,16.37261029,67.56648171,85.84466653,1797.577432,1.73E-06,24.45854752,110.303214,3.55E-06,6.174628854,36.00529127,0.743340209,0.800649885,0.018323525,5.732675552,2.288507968,3.4247109,0.573030565,0.012010379
Experiment,,1,1,176,1.572901536,0.415686447,-5.300759727,-3.470796882,-1.779144195,-0.632370812,15775.90333,2.663615702,4.51601716,0.253235347,1.360964719,6.769190509,0.332749212,0.828829967,0.828829967,0.001020215,0.000833348,1.856666985,1.457380258,0.104567185,3.737771464,44.56558933,0.224388371,0.770074159,0.330765267,1.222393379,0.143898182,8.545625532,0.000175038,1.111097921,7635.632553,0.623882904,0.157832028,0.381312141,0.665177845,3.283809406,1.374581318,0.053565993,0.324046036,0.015057391,1.994203746,4.700042057,3379.912178,0.000299319,-0.126597201,0.097423818,245.5473982,245.5473982,-27.60260184,0.363659521,-32.88212509,0.935884945,1.158497032,1.177401331,1.530387139,0.63802287,0.738044912,0.867503681,1.242843566,3.161635483,0.647685329,0.07513634,0.00107685,-0.142564029,19.94023796,73.25276298,121.1685869,2024.264816,2.34E-06,64.06252155,185.2311085,1.81E-06,5.073362245,27.51208971,0.909759183,0.596559946,0.058955311,2.058381417,2.56784896,2.801686256,0.252578194,0.013281002
Experiment,,1,1,177,2.997045208,0.595766546,-5.233017677,-3.239255293,-3.305578309,-1.20439561,17749.89203,1.46413335,2.135365356,0.773155605,2.254867969,5.758345214,0.660251905,1.574261843,1.574261843,0.001183607,0.000289349,3.629754935,6.57214044,1.568640592,4.458524635,19.10197843,0.523505983,0.274468901,0.392533134,1.45066593,0.420266796,4.02715476,0.000510688,1.571964016,37694.65353,0.691208229,1.474009782,0.506480985,0.901997094,2.998472727,1.481633221,0.019523464,0.309627193,0.004301039,1.223320226,6.858826054,2193.586041,0.000673917,-0.20911892,0.071239677,255.2256212,255.2256212,-17.9243788,0.369029322,-26.8055427,0.998208629,0.448139763,0.962152167,3.203022217,0.912228743,1.59918546,1.000174049,2.135098167,1.369901148,0.918048999,0.05220543,0.004369948,-0.153419302,19.24428998,61.85570674,125.2488219,1812.713446,1.45E-06,43.79540627,169.0442282,1.91E-06,5.366927226,31.14914164,0.735178572,1.395623183,0.097277219,6.986088573,0.453218435,1.472024043,0.422039692,0.007502193
Experiment,,1,1,178,1.657578149,0.320190704,-4.413240525,-3.036564876,-2.629715283,-0.971461539,14656.82793,3.795149399,7.033382814,0.923883832,0.926626729,8.587396485,0.810185869,1.516092452,1.516092452,0.001106633,0.000517194,4.263978675,7.736696227,0.01659494,1.634446439,26.59146908,0.376060456,0.939538664,0.396389877,1.464919111,0.248748838,3.480619373,0.000636384,1.601754511,27348.45204,0.595917374,0.212288033,0.257549352,0.011796315,2.381135591,1.342654727,0.027173746,0.263805976,0.150821267,2.337313218,9.335232392,2154.782632,0.000329176,-0.366805595,0.021205695,260.7885132,260.7885132,-12.36148684,0.04374736,-34.47221128,1.350287198,0.700674733,1.167572936,3.826907114,2.426179287,1.411693709,1.352484889,1.673381071,3.328017275,0.642252825,0.118374535,-0.000781763,-0.117744675,17.69330624,69.30850773,78.68315584,2463.362744,3.59E-06,39.74294766,118.4261035,4.14E-06,3.90571675,32.53823405,0.765324887,0.811471047,0.035780632,2.126764678,0.651602001,3.473704518,0.043649392,0.012906384
Experiment,,1,1,179,2.541771587,0.508823405,-4.468732478,-3.527454066,-7.109678456,-2.159773513,17038.98165,2.79132198,6.135338428,0.06581519,1.194713783,4.796290872,0.921136967,0.91491403,0.91491403,0.001254444,0.000961574,3.27760658,4.455260515,1.28599942,2.799024873,16.82475839,0.594362176,0.152530118,0.163581217,0.604539281,0.201557624,3.125683925,0.000289668,1.546087012,26707.29489,0.879314617,1.040144964,0.568504848,0.595046585,2.693487768,1.818578219,0.017336714,0.389960964,0.124862983,2.770016712,10.29181549,4178.084374,0.000759363,-0.082014234,0.111569993,256.6655204,256.6655204,-16.48447962,0.528050689,-23.26377462,0.874401457,3.643714108,1.232117251,2.455601073,0.985205072,0.887215921,1.010384654,2.892686693,6.749680756,1.040290123,0.066415448,0.001049121,-0.147972547,22.97535078,50.21867121,124.78116,2053.897785,4.33E-06,25.73505082,150.5162108,2.05E-06,11.28292199,39.61665641,0.896748845,0.897206371,0.098116815,5.297462849,1.92177357,2.557371852,0.321153321,0.012308246
Experiment,,1,1,180,2.647668899,0.49204164,-4.582087381,-3.156933662,-4.283002741,-1.51255772,10995.67715,2.101740389,7.287190429,0.202102983,0.471669822,5.231789984,0.576608471,0.748637649,0.748637649,0.00101227,0.000703461,4.648917529,5.668893353,1.449003636,2.323154391,13.64098079,0.733085117,0.657845429,0.194851675,0.720104018,0.312550627,3.452450078,0.000494273,1.867947734,13580.14596,0.352309064,1.151686053,0.1633186,0.707340543,2.435440593,1.391369337,0.013783596,0.250621618,0.093672293,1.263528447,7.392110777,1623.007725,0.000882447,-0.242686477,0.060588691,251.4233446,251.4233446,-21.72665538,0.209887579,-31.80465808,1.136097941,0.515147934,0.9969537,1.281247917,1.882592172,1.18529851,1.309521013,3.312505025,1.485855742,0.972934188,0.051618635,0.000318612,-0.15783269,16.69570765,66.2772692,90.75218076,2151.903768,4.53E-06,47.41878893,138.1709697,2.10E-06,3.082511079,33.43457397,0.821099284,0.775460898,0.080202128,3.841690914,3.171079738,1.293101325,0.537485279,0.007807288
Experiment,,1,1,181,1.524702498,0.338988563,-4.978860843,-3.295219519,-1.981688441,-0.704255662,24934.60549,3.281074848,2.395311308,0.050672868,0.719401424,2.612522835,0.574782384,1.302629166,1.302629166,0.001164526,0.000828025,2.205748357,0.257534643,2.146071527,2.613802373,46.05294639,0.217141373,0.419161696,0.155839486,0.575928536,0.108524379,1.449729002,0.000578928,1.765060894,13259.80367,0.669452175,1.818304887,0.825117823,0.280505677,2.532498339,1.026904383,0.026289465,0.238134341,0.672724541,0.923112017,9.480018337,1155.434056,0.000223403,-0.342174249,0.029021221,239.6967545,239.6967545,-33.45324547,0.283927689,-36.93906326,0.898724485,1.060836796,0.99032796,1.795004526,2.356279144,1.200406345,1.234625099,1.319271842,0.786892648,0.764303073,0.073631647,0.004355091,-0.140214182,17.12692573,53.69696527,111.9207191,1911.74891,2.89E-06,69.3621664,181.2828855,2.64E-06,8.842477832,27.22569991,0.929123432,0.794351708,0.027393732,3.092637238,3.80290638,1.345752095,0.743157817,0.011662472
Experiment,,1,1,182,2.367757061,0.39436165,-5.178221621,-3.24499604,-2.918061049,-1.020778657,24011.04387,1.248001067,5.799509438,0.749207695,1.682675676,1.301184772,0.873634921,1.413685977,1.413685977,0.00105836,0.000864549,1.465615631,4.38793071,0.33674624,2.334948861,5.164796674,1.936184642,0.663925697,0.275967278,1.019879073,0.040468174,2.46724207,0.000471301,1.314873502,23463.07773,0.561475113,0.084137067,0.402637567,0.512308957,2.914301503,0.629866685,0.021042855,0.269147124,0.956638775,2.296938105,6.522747076,1215.138037,4.78E-05,-0.122366982,0.098766067,257.942394,257.942394,-15.20760599,0.647249996,-20.58320887,0.775851961,0.670747173,0.884393856,1.583513175,2.172574899,0.895344169,0.790167215,1.063697185,7.524540374,1.07412426,0.036283617,-0.005646749,-0.173259758,17.48495852,76.4347795,91.70673526,1727.992222,1.92E-06,57.81718339,149.5239186,3.69E-06,5.646479573,29.99757374,0.805092863,1.221435255,0.055955855,2.283719824,3.06804406,1.656298088,0.749987459,0.015244522
Experiment,,1,1,183,1.77049773,0.427465576,-4.510996486,-3.356184975,-3.475737931,-1.162988195,10206.15,2.859790868,5.885799674,0.556158554,0.853791699,3.655812272,0.760862069,0.718540008,0.718540008,0.001503714,0.000229757,2.82558002,4.71432015,0.91038263,1.856222403,33.60714024,0.297555815,0.510863483,0.013758504,0.050846643,0.2192561,0.459586675,0.000643467,1.342946436,6818.858459,0.06162381,1.141279876,0.145654769,0.618374694,3.151768684,1.779867492,0.006677449,0.257756059,0.852404999,0.4310649,5.446717664,5491.764939,0.000605775,-0.312476977,0.038444165,245.1831581,245.1831581,-27.96684192,0.308854561,-33.64999053,1.031228718,1.997113065,0.629814286,1.587780227,1.583861665,1.10395112,0.948381958,2.614356507,1.331533247,0.631213607,0.090142425,0.000769636,-0.133612487,15.90039765,49.48444217,77.57046903,1820.6908,4.11E-06,43.38227783,120.9527469,2.25E-06,3.72713817,28.93917272,0.938372126,1.453916257,0.052594036,5.189697844,2.71624074,0.37749773,0.505873913,0.007709303
Experiment,,1,1,184,2.339251692,0.459004752,-4.429199586,-3.031339351,-3.61841758,-1.345089368,4114.102319,1.095834978,1.13086986,0.728242053,2.275041974,1.024871955,0.778751307,1.518406473,1.518406473,0.001211748,0.000797381,2.911887071,6.099843056,0.979803768,1.76963574,8.576484979,1.165978839,0.397820523,0.151551797,0.560082727,0.122917061,1.7384394,0.000450683,1.218313894,25532.44346,0.528863043,0.706769645,0.608804815,0.030984033,2.653180337,0.833636677,0.036116535,0.158162984,0.660185808,0.213731969,6.966682708,1117.97212,0.000265908,-0.107524893,0.103475462,246.1917962,246.1917962,-26.95820384,0.323307179,-32.90918596,1.156706763,1.028514231,0.451719524,2.219760164,3.749134676,0.760632046,1.072942825,1.031344159,6.138666147,0.5717357,0.035500485,0.006510622,-0.161585578,17.17950632,67.76745272,82.26107178,1811.312832,2.75E-06,31.89000568,114.1510775,2.69E-06,4.199400971,36.13030955,0.767469226,1.038422125,0.047770106,2.418735826,1.026279642,3.031968503,0.223952099,0.008150509
Experiment,,1,1,185,1.99381859,0.379451588,-4.90974967,-2.928215377,-2.006181754,-0.814705558,29921.09755,3.616994268,2.522885388,0.527528363,1.173985766,7.147403341,0.503857695,0.534362254,0.534362254,0.001518247,0.000263742,1.841237847,7.803029971,0.931075899,2.378762272,9.411570968,1.062521872,0.916015655,0.088964608,0.328782249,0.122060136,3.227443329,0.000458007,1.640416555,18857.17735,0.003488066,1.705276731,0.084555,0.799630875,2.901499589,0.70412134,0.006463701,0.297985829,0.892596127,2.755286948,7.070375416,794.1649943,0.000407484,-0.286456816,0.046700362,265.0620991,265.0620991,-8.08790095,0.869225567,-11.0368873,0.782988791,0.312514822,1.730153378,2.697776699,2.598722595,1.279934064,1.079562735,2.108155151,2.606058495,1.008727398,0.103280467,0.005495126,-0.120780826,20.69174223,58.76923921,111.4442053,1700.362905,2.65E-06,47.60212787,159.0463332,2.24E-06,3.269478427,28.12977858,0.832372735,1.445999105,0.03443154,7.396450996,0.741345346,1.308355614,0.746796874,0.008428856
Experiment,,1,1,186,2.454895953,0.475603453,-5.172080443,-3.266461066,-2.917142218,-1.038660986,13766.96682,2.211432315,3.531584374,0.54127298,0.549132667,9.504904033,0.699858576,0.134318226,0.134318226,0.001420124,0.000639837,5.929598387,2.548136907,0.27408159,2.596413878,31.6931658,0.315525437,0.416175534,0.350738003,1.296205664,0.217149204,2.386112511,0.000319819,1.822836485,30044.0751,0.675768116,0.87428612,0.011032818,0.609443308,2.485037247,0.640093233,0.011814174,0.242871115,0.912138883,3.321257874,7.103189518,2287.505438,9.46E-05,-0.304973759,0.040824936,265.7586344,265.7586344,-7.391365622,0.258016406,-24.7526784,0.930443742,0.732304002,0.852531699,1.4503584,2.394233038,1.972258184,1.734800063,1.685321933,6.666795277,0.985572126,0.058947604,-0.004881038,-0.158510367,18.94401188,52.57483907,75.11543916,2189.429729,3.44E-06,19.35006346,94.46550262,2.54E-06,3.433886771,33.2193165,0.692371986,1.269285864,0.094983607,5.013820552,1.994476093,1.502411505,0.558996701,0.014411086
Experiment,,1,1,187,2.529000864,0.607495068,-4.747512044,-3.313758359,-3.833578709,-1.340192403,21074.92975,1.641109781,7.589116382,0.216557999,0.911650624,7.838958489,0.915782611,0.923534418,0.923534418,0.001877056,0.000357883,1.338113017,5.934697013,2.353663214,3.34285056,6.283772551,1.591400694,0.459445924,0.383310093,1.416580777,0.067491726,1.12360802,0.000592266,1.345747143,18537.42737,0.24352094,0.841110343,0.521512266,0.216184963,2.379526902,2.363273551,0.015364737,0.372260049,0.378097384,2.078831525,4.688525503,2589.78555,0.000162739,-0.243848844,0.060219872,247.844975,247.844975,-25.30502503,0.479481344,-30.17925274,1.282559766,0.309256472,0.882110929,2.426064418,2.648504411,1.308871581,1.345248398,2.720335482,0.630417073,0.660978377,0.098455651,-0.00322228,-0.132475143,15.51262698,48.68827264,101.562857,1867.588433,5.71E-06,50.45136294,152.0142199,1.28E-06,2.918721496,39.01619307,0.829905149,0.963754237,0.049735811,4.268087202,0.836404667,2.267605557,0.452507948,0.006799338
Experiment,,1,1,188,2.18174099,0.33261469,-5.110422995,-3.323830671,-3.10755609,-1.035001816,6271.062959,3.674557965,3.800982714,0.724792308,1.317305718,5.359983218,0.806178248,1.15930206,1.15930206,0.001269382,0.000349563,5.570751705,6.307285768,2.643633386,3.052085442,33.83846424,0.295521686,0.431060829,0.179993978,0.665195138,0.151605773,3.511259533,0.000766404,1.609483512,16576.06534,0.981590339,0.005149983,0.886758511,0.851751306,2.865634343,0.673599257,0.050747707,0.183149464,0.813823038,1.186008053,5.844850933,1605.355622,9.73E-05,-0.254344254,0.056889678,260.3431093,260.3431093,-12.8068907,0.934159873,-14.11174011,0.962659985,1.0666302,0.694199621,1.175299338,1.476483987,1.846167539,1.75552824,3.195216387,2.352063575,1.048582617,0.089705491,-0.003931159,-0.13858287,16.02126981,46.01168396,154.9010951,2288.260957,3.11E-06,19.61670617,174.5178013,2.01E-06,5.537930692,37.95523925,0.718196697,1.07412527,0.031952844,1.176615638,2.51500016,2.707838049,0.672547086,0.009282053
